title,price,moq,rating,reviews,sold,supplier,isVerified,imageUrl,productUrl,supplierYears,supplierCountry,sellingPoint,isCertified,badges,isAd,hasVideo
"ZL New Custom Monoblock Forged Alloy Wheels For Altima Maxima 18 19 20 Inch Mesh Rims OEM Fitment Aftermarket","GHS 2,762.55-3,245.09","Min. order: 4 pieces","N/A","0","0","Sichuan Ziling Digital Technology Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/H25f58b308101493385bdad5643e4fe68R.png_300x300.png","https://www.alibaba.com/product-detail/ZL-New-Custom-Monoblock-Forged-Alloy_1601864750838.html?priceId=4c42470ef18b43cba5a6f507f514833b","1 yr","CN","","true","","false","false"
"High Quality Good Quality Used Sedans Tires with 1 Year Warranty All Models Available in Large Quantities","GHS 120.64","Min. order: 250 units","N/A","0","0","AUTODISTRIBUTION","false","https://s.alicdn.com/@sc04/kf/Ad6028dcd493946ef9dd5f9ccf8b7e6a51.jpg_300x300.jpg","https://www.alibaba.com/product-detail/High-Quality-Good-Quality-Used-Sedans_12000003172650.html?priceId=4c42470ef18b43cba5a6f507f514833b","1 yr","FR","","false","","false","false"
"Devora Modern 1 Seater Sofa With Plush Cushioned Seat Comfortable Design Durable Fabric For Living Room Home Lounge Furniture","GHS 5,006.36","Min. order: 1 piece","N/A","0","0","PT CITRA FAJAR FURNINDO","false","https://s.alicdn.com/@sc04/kf/Hbe6fca1a5e4440cc8a8cfa2a2a01eb1bb.png_300x300.png","https://www.alibaba.com/product-detail/Devora-Modern-1-Seater-Sofa-With_1601944529511.html?priceId=4c42470ef18b43cba5a6f507f514833b","1 yr","ID","","false","","false","false"
"SUPER CLEAN 2026 AionS SEDAN CAR WITH LOW MILEAGE","GHS 24,006.37","Min. order: 1 unit","5.0","1","0","Xiamen Qingluan Innovation Technology Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/A3941f893d6624225bf601aace71810317.jpg_300x300.jpg","https://www.alibaba.com/product-detail/SUPER-CLEAN-2026-AionS-SEDAN-CAR_12000003154216.html?priceId=4c42470ef18b43cba5a6f507f514833b","1 yr","CN","","false","","false","false"
"Asiaon AS36FW JQX-621-R 12V 24V DC 5A Automotive Relay 8 Pins High Power Car Relay For Auto Control Systems","GHS 18.10","Min. order: 1 piece","5.0","4","0","Asiaon Electric Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/H937a53dbdd194495a482cf6cb25b32e4j.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Asiaon-AS36FW-JQX-621-R-12V_1601790018687.html?priceId=4c42470ef18b43cba5a6f507f514833b","9 yrs","CN","","false","","false","false"
"CLEAN 2024 USED HYUNDAI MISTRA SEDAN CAR Fresh & Clean No Accident History Best Price Cheap Price Bulk Order Available","GHS 21,798.75","Min. order: 1 unit","5.0","2","0","Guangzhou Tichiyi Electronic Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/A65a6bf01b73643eab3f9f782bb1b98d8R.png_300x300.png","https://www.alibaba.com/product-detail/CLEAN-2024-USED-HYUNDAI-MISTRA-SEDAN_12000002362063.html?priceId=4c42470ef18b43cba5a6f507f514833b","1 yr","CN","","false","","false","false"
"18 Inch And 19 Inch American Version Blade Wheels Suitable For Tenth Generation Accord Civic Yingshipai Modification","GHS 1,809.53-2,050.80","Min. order: 4 pieces","N/A","0","0","Yidu Tongxin Precision Forging Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/H10b1c65646f94160a35c2fe520fdfc78l.jpg_300x300.jpg","https://www.alibaba.com/product-detail/18-Inch-And-19-Inch-American_1601927354724.html?priceId=4c42470ef18b43cba5a6f507f514833b","1 yr","CN","","false","","false","false"
"High End Custom Brand Alloy Wheels Cheap Wholesale Stylish Rims Luxury Sport Sedans 60000-80000KM Warranty Bulk Made in Thailand","GHS 844.45","Min. order: 50 pieces","N/A","0","0","WONGYAI TRADING","false","https://s.alicdn.com/@sc04/kf/A6c7335526ed348f8abe85fbc3b0c5aefy.png_300x300.png","https://www.alibaba.com/product-detail/High-End-Custom-Brand-Alloy-Wheels_12000002360073.html?priceId=4c42470ef18b43cba5a6f507f514833b","9 yrs","TH","","false","","false","false"
"For Audi A3 2.0T Turbo Car With Panoramic R20 Automatic Gearbox Leather Seats LHD AWD Drive Dark Light-New Petrol","GHS 250,920.80","Min. order: 1 set","N/A","0","0","Wuhan Yuchen Automobile Technology Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/H7dfd1a595d274781b654acb0db652a15E.jpg_300x300.jpg","https://www.alibaba.com/product-detail/For-Audi-A3-2-0T-Turbo_1601521508159.html?priceId=4c42470ef18b43cba5a6f507f514833b","2 yrs","CN","","false","","false","false"
"CERTIFIED USED 2026 AionS SEDAN CAR WITH LOW MILEAGE","GHS 13,269.85","Min. order: 1 unit","5.0","2","0","Guangzhou Tichiyi Electronic Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/A6db8b5a06a7a4cdab7f0c30df5613badp.jpg_300x300.jpg","https://www.alibaba.com/product-detail/CERTIFIED-USED-2026-AionS-SEDAN-CAR_12000002250158.html?priceId=4c42470ef18b43cba5a6f507f514833b","1 yr","CN","","false","","false","false"
