title,price,moq,rating,reviews,sold,supplier,isVerified,imageUrl,productUrl,supplierYears,supplierCountry,sellingPoint,isCertified,badges,isAd,hasVideo
"SINOTRUK HOWO NX N5 N7 Dump Truck 10 Wheels 12 Wheels 30t 40t Used Dump Trucks","GHS 461,428.88","Min. order: 1 unit","N/A","0","0","Qingdao Loobo Environmental Protection Technology Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/H8f64d48d698b43bcaf7d850f6e5147abI.jpg_300x300.jpg","https://www.alibaba.com/product-detail/SINOTRUK-HOWO-NX-N5-N7-Dump_1601828498551.html?priceId=c1c4f8114bff4634beabf2729dd591e6","16 yrs","CN","","false","","false","false"
"Retro Commercial Food Truck Trailer with Full Kitchen Mobile Concession Trailer for Fast Food & Catering Business","GHS 12,051.44-47,035.59","Min. order: 1 unit","4.3","5","0","Guangzhou Yiwanjia Machinery Manufacturing Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/A6416382e255040f1bea717c7cbeb3983x.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Retro-Commercial-Food-Truck-Trailer-with_11000038130379.html?priceId=c1c4f8114bff4634beabf2729dd591e6","2 yrs","CN","5% off GHS 22,500","true","","false","false"
"Nice Price 4 Axle Rear Dump Steel Semi Trailer Tipping Tipper For Construction With 30-100 Tons Capacity","GHS 72,381-150,793.75","Min. order: 1 unit","N/A","0","0","Shandong Starway Vehicle Co.,Ltd","false","https://s.alicdn.com/@sc04/kf/H437cbe36985f4451b5838d84a8211d29d.png_300x300.png","https://www.alibaba.com/product-detail/Nice-Price-4-Axle-Rear-Dump_1601845070161.html?priceId=c1c4f8114bff4634beabf2729dd591e6","3 yrs","CN","","false","","false","false"
"8.5 X 20 CONCESSION FOOD TRAILER Food Truck Trailer Fast Food Service Hotdog/Ice Cream Vendors + Free Shipping","GHS 72,381","Min. order: 1 unit","N/A","0","0","TRENDTECH24 LLC","false","https://s.alicdn.com/@sc04/kf/Aca0b9f7a84434148805f187abe6d7faeR.jpg_300x300.jpg","https://www.alibaba.com/product-detail/8-5-X-20-CONCESSION-FOOD_11000037733323.html?priceId=c1c4f8114bff4634beabf2729dd591e6","1 yr","US","","false","","false","false"
"LUZUN Manufacturer Mobile 4.0m3 4.5m3 Integrated Type Self Loading Concrete Mixer Truck","GHS 337,778","Min. order: 1 set","5.0","1","0","Laizhou Luzun Machinery Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/H6f6fabe4d0894d728bb23e7f6c319000i.jpg_300x300.jpg","https://www.alibaba.com/product-detail/LUZUN-Manufacturer-Mobile-4-0m3-4_1601814233820.html?priceId=c1c4f8114bff4634beabf2729dd591e6","8 yrs","CN","1-year warranty","false","","false","false"
"Smoothie & Acai Bowl Food Truck FREE SHIPPING AND DELIVERY","GHS 54,285.75","Min. order: 1 unit","N/A","0","0","TRENDTECH24 LLC","false","https://s.alicdn.com/@sc04/kf/Af62cd513114e42c7868b07cbf78dcf74i.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Smoothie-Acai-Bowl-Food-Truck-FREE_11000037662534.html?priceId=c1c4f8114bff4634beabf2729dd591e6","1 yr","US","","false","","false","false"
"Tractor Truck With Forklift For Farm Use Features Engine And Pump Core Components","GHS 739,890.65","Min. order: 1 piece","N/A","0","0","Shandong Roadway Construction Machinery Manufacturing Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/He692ab5d936f4164baafffe8e0b1bec23.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Tractor-Truck-With-Forklift-For-Farm_1601434299687.html?priceId=c1c4f8114bff4634beabf2729dd591e6","9 yrs","CN","5% off GHS 22,500","false","","false","false"
"Etodevice Commercial Kitchen Food Trailer Heavy Duty Stainless Steel Mobile Catering Truck for Outdoor Events","GHS 85,047.68","Min. order: 1 piece","4.4","20","0","Zhengzhou Yituo Machinery Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/Ad63c4e9a908e4a249161b3ce5023d544w.png_300x300.png","https://www.alibaba.com/product-detail/Etodevice-Commercial-Kitchen-Food-Trailer-Heavy_11000037307008.html?priceId=c1c4f8114bff4634beabf2729dd591e6","9 yrs","CN","Reorder rate 24%","true","","false","false"
"LUZUN Factory 6.5M3 Portable Integrated Chassis Type Self Loading Concrete Mixer Truck","GHS 313,651","Min. order: 1 set","5.0","1","0","Laizhou Luzun Machinery Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/H87c4987a4abd4951a1c88813df56c5a1p.png_300x300.png","https://www.alibaba.com/product-detail/LUZUN-Factory-6-5M3-Portable-Integrated_1601896531931.html?priceId=c1c4f8114bff4634beabf2729dd591e6","8 yrs","CN","1-year warranty","false","","false","false"
"FAW Brand New 430HP 6x4 Diesel Tractor Truck Truck Head for Sale Mining Construction and Logistics Transportation","GHS 84,444.50-120,635","Min. order: 1 set","N/A","0","0","Shandong Zw Heavy Industry Machinery Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/Abbd617e4be4e4a55ad4b80c415eb43e6j.jpg_300x300.jpg","https://www.alibaba.com/product-detail/FAW-Brand-New-430HP-6x4-Diesel_11000037088418.html?priceId=c1c4f8114bff4634beabf2729dd591e6","1 yr","CN","","false","","false","false"
"High Quality Truck Cooling System Parts Truck Expansion Water Tank 23674076 21883433 22430043 21821826 For Volvo","GHS 156.83-392.07","Min. order: 10 pieces","4.5","2","0","Guangzhou Tianhe District Zhuji Chaofu Machinery Parts Department","false","https://s.alicdn.com/@sc04/kf/Hbccbb48a10314ce585be563125b29634g.jpg_300x300.jpg","https://www.alibaba.com/product-detail/High-Quality-Truck-Cooling-System-Parts_1600369770794.html?priceId=c1c4f8114bff4634beabf2729dd591e6","5 yrs","CN","","false","","false","false"
"FAW 430HP 6x4 Tractor Head Truck Powerful Diesel Engine Semi Truck for Sale Long Distance Freight Transportation","GHS 84,444.50-120,635","Min. order: 1 set","N/A","0","0","Shandong Zw Heavy Industry Machinery Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/Ae0cdd95d42f5435e93935cfa54097c9fa.jpg_300x300.jpg","https://www.alibaba.com/product-detail/FAW-430HP-6x4-Tractor-Head-Truck_11000037028468.html?priceId=c1c4f8114bff4634beabf2729dd591e6","1 yr","CN","","false","","false","false"
"300kg Personnel Work Platform For Truck Crane","GHS 6,031.75","Min. order: 1 piece","N/A","0","0","Zhengzhou Yuhang Jianji Equipment Co., Itd.","true","https://s.alicdn.com/@sc04/kf/H298ca02915494117b8284cfc8d70f821j.jpg_300x300.jpg","https://www.alibaba.com/product-detail/300kg-Personnel-Work-Platform-For-Truck_1601923017216.html?priceId=c1c4f8114bff4634beabf2729dd591e6","1 yr","CN","5% off GHS 22,500","false","","false","false"
"HOWO 6x4 371HP Truck for Sale Heavy Truck Export to Saudi Arabia Heavy Truck Export to Saudi Arabia","GHS 217,143-231,619.20","Min. order: 1 unit","5.0","6","0","Shandong Weixing Automobile Trading Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/Abe4a05970a7a47fc9c7fd69853ce414b3.jpg_300x300.jpg","https://www.alibaba.com/product-detail/HOWO-6x4-371HP-Truck-for-Sale_11000036933956.html?priceId=c1c4f8114bff4634beabf2729dd591e6","1 yr","CN","5% off GHS 22,500","false","","false","false"
"Electric Stacker Truck Pallet Lift Stacker Capacity 1500/2000kg Full Electric Forklift In Warehouse","GHS 7,238.10","Min. order: 1 unit","5.0","1","1 sold","Shandong Huayao Heavy Industry Machinery Group Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/Hab1eb489de3d4b78a096767d6df1322a3.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Electric-Stacker-Truck-Pallet-Lift-Stacker_1601241792207.html?priceId=c1c4f8114bff4634beabf2729dd591e6","4 yrs","CN","5% off GHS 22,500","true","","false","false"
"Custom Fully Equipped Hot Dog & Coffee Food Trailer Mobile Concession Cart for Sale for Taco, BBQ, Snacks, Coffee & Ice Cream","GHS 18,095.25-27,746.05","Min. order: 1 unit","4.3","5","0","Guangzhou Yiwanjia Machinery Manufacturing Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/A3725e6ec7e7e481d8cd3e62a3b78621fb.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Custom-Fully-Equipped-Hot-Dog-Coffee_11000036764097.html?priceId=c1c4f8114bff4634beabf2729dd591e6","2 yrs","CN","5% off GHS 22,500","true","","false","false"
"Factory Direct Sales 10-20M Height Boom Lift Articulated Truck Mounted","GHS 52,476.23-72,381","Min. order: 1 set","N/A","0","0","Jinan Tuhe Elevator Company Ltd.","true","https://s.alicdn.com/@sc04/kf/Hbf8039f6199c41cb8a801b07bf4c23aa7.png_300x300.png","https://www.alibaba.com/product-detail/Factory-Direct-Sales-10-20M-Height_1601443140912.html?priceId=c1c4f8114bff4634beabf2729dd591e6","6 yrs","CN","5% off GHS 22,500","false","","false","false"
"SHACMAN Delong F3000 Tractor Truck 6x4 Heavy Duty Prime Mover Powerful Long Haul Transport Beast the Road King From China","GHS 217,143-231,619.20","Min. order: 1 unit","5.0","6","0","Shandong Weixing Automobile Trading Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/Ae12874bf30ba42be8c44ebb7fabc87ef2.jpg_300x300.jpg","https://www.alibaba.com/product-detail/SHACMAN-Delong-F3000-Tractor-Truck-6x4_11000036705157.html?priceId=c1c4f8114bff4634beabf2729dd591e6","1 yr","CN","5% off GHS 22,500","false","","false","false"
"Electric Hydraulic Pallet Stacker 2T 3T 4m Lifting Height Electric Stacker Lift Electric Forklift Lift Electric Pallet Stacker","GHS 9,650.80-12,063.50","Min. order: 1 unit","5.0","1","0","Shandong Huayao Heavy Industry Machinery Group Co., Ltd.","false","https://s.alicdn.com/@sc04/kf/H57b606c0878941bfa0ec46e55a6820bew.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Electric-Hydraulic-Pallet-Stacker-2T-3T_1601559980898.html?priceId=c1c4f8114bff4634beabf2729dd591e6","4 yrs","CN","5% off GHS 22,500","true","","false","false"
"Eco Friendly Solar Powered Food Cart with Lithium Battery and Solar Panel Charging System for Off Grid","GHS 19,458.43-23,511.77","Min. order: 1 piece","4.6","106","0","Henan Xifa Network Technology Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/Sbda4e75d74244b828293330f2dbf3f7ev.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Eco-Friendly-Solar-Powered-Food-Cart_11000036644749.html?priceId=c1c4f8114bff4634beabf2729dd591e6","4 yrs","CN","5% off GHS 22,500","false","","false","false"
"Wholesale Electric Refrigerated Truck Body GFRP PU Transport Fruit Meat Insulated Sandwich Panel Cargo Refrigerator Truck Box","GHS 10,857.15-25,333.35","Min. order: 2 units","5.0","2","0","Qingdao Yakai Automotive Industry And Trade Co., Ltd.","true","https://s.alicdn.com/@sc04/kf/H1c4fcf01513c46e6be850e1fbe4ba872o.jpg_300x300.jpg","https://www.alibaba.com/product-detail/Wholesale-Electric-Refrigerated-Truck-Body-GFRP_1600998244826.html?priceId=c1c4f8114bff4634beabf2729dd591e6","4 yrs","CN","5% off GHS 22,500","true","","false","false"
