badges,hasVideo,imageUrl,isAd,isCertified,isVerified,moq,price,productUrl,rating,reviews,sellingPoint,sold,supplier,supplierCountry,supplierYears,title
"","false","https://s.alicdn.com/@sc04/kf/H90a4719a4a594fc3a33b940e8909c1dbu.png_300x300.png","false","false","true","Min. order: 1 unit","GHS 120,635-180,952.50","https://www.alibaba.com/product-detail/Brand-New-Sinotruk-Howo-371Hp-400hp_1601630136097.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Shandong Ant Vehicles Co., Ltd.","CN","2 yrs","Brand New Sinotruk Howo 371Hp 400hp SinoTruck 6x4 Tractor Truck with 10-Wheel Tyres Trailer With High Quality Good Condition"
"","false","https://s.alicdn.com/@sc04/kf/H172ceaabe9044f0c8d983ebe76bba631v.jpg_300x300.jpg","false","true","true","Min. order: 1 unit","GHS 46,685.75","https://www.alibaba.com/product-detail/New-Dongfeng-Jiefang-Transport-Meat-Fruit_1601436895690.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","2","5% off GHS 22,500","1 sold","Qingdao Yakai Automotive Industry And Trade Co., Ltd.","CN","4 yrs","New Dongfeng/Jiefang Transport Meat Fruit Water Insulated Sandwich Panel Refrigerated Truck Body Box"
"","false","https://s.alicdn.com/@sc04/kf/Hb75bd0e1b38b4b9abb5cd18f9e267c209.jpg_300x300.jpg","false","false","true","Min. order: 1 unit","GHS 22,920.65-36,190.50","https://www.alibaba.com/product-detail/China-Brand-Dump-Trucks-HOWO-6x4_1601889255707.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","5% off GHS 22,500","0","Shandong Lutai Vehicle Co., Ltd.","CN","1 yr","China Brand Dump Trucks HOWO 6x4 10 12 Wheeler Tipper Diesel Mining Dump Truck for Sale"
"","false","https://s.alicdn.com/@sc04/kf/H241cd36728eb467fb318becc23d4fa02N.png_300x300.png","false","false","false","Min. order: 1 unit","GHS 711,746.50","https://www.alibaba.com/product-detail/Used-Kalmar-DCF100-45E7-Empty-Container_1601455535390.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Yiwu Yuanzhong E- Commerce Firm","CN","6 yrs","Used Kalmar DCF100-45E7 Empty Container Handler 10 Ton Low Working Hours Forklift Stacker Lifter Truck New Arrival"
"","false","https://s.alicdn.com/@sc04/kf/Hc9ea47f83c8649c9ab6af290080ccad06.jpg_300x300.jpg","false","false","true","Min. order: 1 unit","GHS 66,349.25-84,432.44","https://www.alibaba.com/product-detail/Heavy-Load-Used-8x4-HOWO-Tipper_1601853580644.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Huabin (Liangshan) International Trade Co., Ltd.","CN","1 yr","Heavy Load Used 8x4 HOWO Tipper Dump Truck 371HP Wear-resistant Mining Construction Truck for Africa Road Transport"
"","false","https://s.alicdn.com/@sc04/kf/Hd66d6c6f31cf4b1a9470a6f3f22bb098Q.jpg_300x300.jpg","false","false","false","Min. order: 1 set","GHS 723,810","https://www.alibaba.com/product-detail/NONGJIAN-Dongfeng-Self-loading-Concrete-Mixer_1600357247521.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Changyuan County Nongjian Machinery Equipment Co., Ltd.","CN","6 yrs","NONGJIAN Dongfeng Self-loading Concrete Mixer Truck With Engine & Motor 4.0 CBM Capacity Euro3 Emission High Efficiency"
"","false","https://s.alicdn.com/@sc04/kf/H71d2e6a22f4e46719d2a5cdf4cdc14f2s.png_300x300.png","false","false","true","Min. order: 1 unit","GHS 180,952.50-226,793.80","https://www.alibaba.com/product-detail/Hot-Selling-Sinotruk-Howo-Tractor-Truck_1601212275104.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","2","5% off GHS 22,500","0","Qingdao Wosheng Import And Export Co., Ltd.","CN","3 yrs","Hot Selling Sinotruk Howo Tractor Truck Tractor Trucks 6x4 Howo T7h 540hp Truck Head"
"","false","https://s.alicdn.com/@sc04/kf/H40cd7a74b4374883b748d87534a0cc4dK.jpg_300x300.jpg","false","false","false","Min. order: 1 set","GHS 313,651","https://www.alibaba.com/product-detail/LUZUN-Mobile-Integrated-Chassis-Type-4_1601811078473.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","1","1-year warranty","0","Laizhou Luzun Machinery Co., Ltd.","CN","8 yrs","LUZUN Mobile Integrated Chassis Type 4.0m3 4.5m3 Self Loading Concrete Mixer Truck"
"","false","https://s.alicdn.com/@sc04/kf/H5d4c0e39b6dd4b669c3f6fa24d6751d03.jpg_300x300.jpg","false","true","true","Min. order: 1 set","GHS 104,952.45-120,635","https://www.alibaba.com/product-detail/Sinotruk-Howo-TX-8x4-Dump-Truck_1601673684176.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Liangshan New Land International Trading Co., Ltd.","CN","1 yr","Sinotruk Howo TX 8x4 Dump Truck for Sale Heavy Duty Mining and Construction Transport with High Load Capacity"
"","false","https://s.alicdn.com/@sc04/kf/H0ed1a8adfc234a2e93cf1ccd2f8e1ce5r.jpg_300x300.jpg","false","false","false","Min. order: 1 piece","GHS 21,714.30-27,746.05","https://www.alibaba.com/product-detail/High-Power-Large-Building-Traction-Vacuum_1601593150683.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","1-year warranty","0","Shandong Bedis Vacuum Technology Co., Ltd.","CN","2 yrs","High Power Large Building Traction Vacuum Industrial Dust Collector Pressure Traction Vacuum Truck"
"","false","https://s.alicdn.com/@sc04/kf/H5bcf12addbb348c287a58a7a579967d3G.jpg_300x300.jpg","false","false","false","Min. order: 1 set","GHS 60,317.50","https://www.alibaba.com/product-detail/New-Sinotruk-HOWO-Tractor-6-4_1601656089332.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","1","","0","Shandong Yida Special Vehicle Manufacturing Co., Ltd.","CN","3 yrs","New Sinotruk HOWO Tractor 6 * 4 Tractor 25-30t Tractor Truck for Sale at Discounted Price"
"","false","https://s.alicdn.com/@sc04/kf/Hf9114c53957741c9b589dc43396fa40df.png_300x300.png","false","true","true","Min. order: 2 pieces","GHS 4,222.23-6,031.75","https://www.alibaba.com/product-detail/Truck-Using-Fire-Fighting-Fixed-Vehicle_1601606885920.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","4.8","8","5% off GHS 22,500","0","Sunroom Fire Safety Manufacturing","CN","2 yrs","Truck Using Fire Fighting Fixed Vehicle-mounted Electric Fire Monitor"
"","false","https://s.alicdn.com/@sc04/kf/H686d8c81618d4daba7be58d67e372ff1I.jpg_300x300.jpg","false","false","false","Min. order: 1 unit","GHS 61,379.09-120,622.94","https://www.alibaba.com/product-detail/Sinotruck-Howo-6x4-Dump-Truck-With_1601030172080.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Liangshan Xuandong Automobile Trading Co., Ltd.","CN","6 yrs","Sinotruck Howo 6x4 Dump Truck With Crane Truck Mounted Crane Truck Cranes"
"","false","https://s.alicdn.com/@sc04/kf/Hc575181d8ea647fca4fa622a5fe6d9dfW.png_300x300.png","false","false","false","Min. order: 1 unit","GHS 57,904.80-59,593.69","https://www.alibaba.com/product-detail/Factory-Wholesale-Proper-Price-Wheeled-Ride_1601691696715.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","3","1-year warranty","0","Laizhou Guangshan Trading Co., Ltd.","CN","2 yrs","Factory Wholesale Proper Price Wheeled Ride On Fuel Efficient Front Wheel Loader With Yunnei Engine And Bearing Bucket"
"","false","https://s.alicdn.com/@sc04/kf/H55aa16109f544fdaa812b789d8f592f4p.png_300x300.png","false","false","false","Min. order: 1 unit","GHS 324,508.15","https://www.alibaba.com/product-detail/Cargo-Truck-Price-5-Ton-Cheap_1601590194039.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Zhengzhou Hongyu Special Vehicle Co., Ltd.","CN","14 yrs","Cargo Truck Price/5 Ton Cheap Light Trucks/1 T Mini Truck"
"","false","https://s.alicdn.com/@sc04/kf/H8fde101a2faa462998143a86922c6827R.jpg_300x300.jpg","false","false","true","Min. order: 1 piece","GHS 120,635-180,952.50","https://www.alibaba.com/product-detail/Brand-New-Shacman-X3000-430HP-8x4_1601895788383.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Shandong Zw Heavy Industry Machinery Co., Ltd.","CN","1 yr","Brand New Shacman X3000 430HP 8x4 Dump Truck Heavy Duty Tipper Truck For Sale Mining Construction Transport Vehicle"
"","false","https://s.alicdn.com/@sc04/kf/H716b02ea31ba462b838d82eead251178i.png_300x300.png","false","false","false","Min. order: 1 set","GHS 193,016-205,079.50","https://www.alibaba.com/product-detail/Good-Selling-14-Wheel-Heavy-Duty_1601217899433.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","3","","0","Changfeng (hubei) Vehicle Co., Ltd.","CN","3 yrs","Good Selling 14 Wheel Heavy Duty Car 8*4 Cargo Truck Pickup Truck"
"","false","https://s.alicdn.com/@sc04/kf/H7ec506b2b5894bbab51a9181db95e159i.png_300x300.png","false","false","true","Min. order: 1 piece","GHS 52,114.32","https://www.alibaba.com/product-detail/Fast-Delivery-Rear-Mounted-1000L-1_1601754662682.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","1-year warranty","0","Zhangjiagang CIMC Sanctum Cryogenic Equipment Co., Ltd.","CN","1 yr","Fast Delivery Rear-Mounted 1000L 1.59Mpa Efficiency Low Evaporation Rate Cryogenic Pressure Vessel Long Haul Truck LNG Vehicle"
"","false","https://s.alicdn.com/@sc04/kf/H23a35cd0d1ef47b4a4ea30af2010b36aE.jpg_300x300.jpg","false","false","false","Min. order: 1 piece","GHS 66,337.19-74,781.64","https://www.alibaba.com/product-detail/New-Style-Used-Truck-in-Excellent_1601417769653.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","3","","0","Liangshan Leao Machinery Co., Ltd.","CN","5 yrs","New Style Used Truck in Excellent Working Condition in Stock High Quality Affordable Price 100% Ready Durable Used Truck"
"","false","https://s.alicdn.com/@sc04/kf/H293546e62e1f4553b05ae2b9034d0204Y.jpg_300x300.jpg","false","false","true","Min. order: 1 piece","GHS 120,635-180,952.50","https://www.alibaba.com/product-detail/China-Shacman-X3000-430HP-8x4-Dump_1601895890100.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Shandong Zw Heavy Industry Machinery Co., Ltd.","CN","1 yr","China Shacman X3000 430HP 8x4 Dump Truck Heavy Duty Mining Tipper Truck With Competitive Price For Sale"
"","false","https://s.alicdn.com/@sc04/kf/Hc304a939467049d586d3546d70cab8d8E.jpg_300x300.jpg","false","false","true","Min. order: 1 piece","GHS 60,317.50-72,381","https://www.alibaba.com/product-detail/Second-Hand-Sino-Howo-Left-hand_1600727691180.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Shandong Leitewei Special Vehicle Co., Ltd.","CN","4 yrs","Second Hand Sino Howo Left-hand Driving Euro2 371 375hp 6x4 18cbm Used Tipper Dump Trucks Price for Sale in Nigeria"
"","false","https://s.alicdn.com/@sc04/kf/H7e4592621f5b43098a41c48f77e45359s.jpg_300x300.jpg","false","false","true","Min. order: 1 piece","GHS 61,354.97","https://www.alibaba.com/product-detail/Rear-Mounted-High-Vacuum-Insulated-LNG_1601715769584.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","1-year warranty","0","Zhangjiagang CIMC Sanctum Cryogenic Equipment Co., Ltd.","CN","1 yr","Rear-Mounted High Vacuum Insulated LNG Fuel Tank Pressure Vessel Core Austenitic Stainless Steel Heavy Duty Trucks CIMC Sanctum"
"","false","https://s.alicdn.com/@sc04/kf/H7ca8b53633aa48748790bd26294c7ff2Z.png_300x300.png","false","false","false","Min. order: 1 unit","GHS 34,984.15-54,285.75","https://www.alibaba.com/product-detail/China-Low-Price-Used-Tractor-Trucks_1600918751262.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","4.1","1","","0","Shandong Champion Trade Co., Ltd.","CN","4 yrs","China Low Price Used Tractor Trucks Euro 2 Tractor Truck 6*4 for Sale"
"","false","https://s.alicdn.com/@sc04/kf/H10cff95db3f34003a92b6174d084fbcbK.jpg_300x300.jpg","false","false","false","Min. order: 1 set","GHS 784,127.50-844,445","https://www.alibaba.com/product-detail/Wholesale-Zoomlion-40m-Boom-Truck-Mounted_1601467277307.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Changyuan County Nongjian Machinery Equipment Co., Ltd.","CN","6 yrs","Wholesale Zoomlion 40m Boom Truck-Mounted Concrete Pump Truck With High Power MAN Engine Diesel 120M/H Productivity"
"","false","https://s.alicdn.com/@sc04/kf/H6e4149ea15594fe9a98f26b147833e43i.jpg_300x300.jpg","false","false","false","Min. order: 1 unit","GHS 513,905.10","https://www.alibaba.com/product-detail/China-s-Best-selling-New-Truck_1601264974192.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Hubei Qien Automobile Equipment Co., Ltd.","CN","2 yrs","China's Best-selling New Truck Special Vehicle QEN3255ZX 6 * 4 Dump Truck"
"","false","https://s.alicdn.com/@sc04/kf/Hbd1fdc470ca94292bb4e1d2a4dff78b5h.png_300x300.png","false","false","false","Min. order: 1 unit","GHS 72,381-150,793.75","https://www.alibaba.com/product-detail/Best-Price-U-Shape-Hydraulic-Cylinder_1601845031289.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Shandong Starway Vehicle Co.,Ltd","CN","3 yrs","Best Price-U Shape Hydraulic Cylinder Rear End Dump Tipping Tipper Sand Ore Dumper Box Van Semi Truck Trailer For Sale"
"","false","https://s.alicdn.com/@sc04/kf/H4ccf68e96a3d457ab0d758c8a99febedB.jpg_300x300.jpg","false","false","true","Min. order: 1 piece","GHS 115,809.60-118,222.30","https://www.alibaba.com/product-detail/In-Stock-Second-Hand-Used-Sinotruck_1600953706010.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Shandong Qianda Automobile Technology Co., Ltd.","CN","6 yrs","In Stock Second Hand Used Sinotruck Howo Dump Trucks Used Trucks"
"","false","https://s.alicdn.com/@sc04/kf/H831df4b59ab740cea67bf445d050704dD.jpg_300x300.jpg","false","false","false","Min. order: 1 set","GHS 723,810-3,015,875","https://www.alibaba.com/product-detail/22m-37m-Truck-Mounted-Concrete-Pump_1600295515187.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Changyuan County Nongjian Machinery Equipment Co., Ltd.","CN","6 yrs","22m 37m Truck Mounted Concrete Pump Truck With Diesel Engine And Motor High Efficiency For Sale"
"","false","https://s.alicdn.com/@sc04/kf/H883eba33a4c84aab885ac6aa998bdeeeg.jpg_300x300.jpg","false","false","true","Min. order: 1 unit","GHS 343,809.75-355,873.25","https://www.alibaba.com/product-detail/FAW-New-Heavy-Duty-Diesel-Trucks_1601578740657.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","3","","0","Changchun New Oriental Automobile Service Co., Ltd.","CN","3 yrs","FAW New Heavy Duty Diesel Trucks >450HP LHD 6X4 5.8m Tractor ABS/ESC Air Suspension Rear Camera Euro 5 Logistics 6 Cylinders"
"","false","https://s.alicdn.com/@sc04/kf/HTB11BXdKzTpK1RjSZKPq6y3UpXau.jpg_300x300.jpg","false","false","false","Min. order: 5 sets","GHS 18,095.25-26,539.70","https://www.alibaba.com/product-detail/Dumper-Trucks-Body-For-For-Moving_1700003580506.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Liuzhou Shuangji Machinery Co., Ltd.","CN","16 yrs","Dumper Trucks Body For For Moving Dumps Landfills 5-10 Ton"
"","false","https://s.alicdn.com/@sc04/kf/Hd1da3646df6c45179c7500cbb7f98233y.jpg_300x300.jpg","false","false","true","Min. order: 1 set","GHS 114,603.25-126,666.75","https://www.alibaba.com/product-detail/Brand-New-Sinotruck-HOWO-50tons-12_1601657967961.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Lupeng (Shandong) Supply Chain Co., Ltd.","CN","2 yrs","Brand New Sinotruck HOWO 50tons 12 Wheels 8x4 Dump Trucks Cheap for Sale"
"","false","https://s.alicdn.com/@sc04/kf/Ha7bb3f008003437ba39309361f91eedch.png_300x300.png","false","false","true","Min. order: 1 piece","GHS 7,189.85","https://www.alibaba.com/product-detail/Mingqing-MQ-1-Portable-Articulated-Arm_1601929613048.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Taizhou Worui Warehousing and Logistics Equipment Co., Ltd.","CN","1 yr","Mingqing MQ-1 Portable Articulated-Arm Electric Lift Truck Compact Warehouse Logistics Stacker Hydraulic Loading Unloading"
"","false","https://s.alicdn.com/@sc04/kf/H21de5178e02d4dd6b477847c6e392017S.jpg_300x300.jpg","false","false","true","Min. order: 1 unit","GHS 428,254.25-440,317.75","https://www.alibaba.com/product-detail/High-Quality-Sinotruk-Howo-6x4-Tractor_1601045567189.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","4","5% off GHS 22,500","0","Qingdao Juyuan International Trading Co., Ltd.","CN","15 yrs","High Quality Sinotruk Howo 6x4 Tractor Truck Used Tractor Head Trucks 6x4 Tractor Truck"
"","false","https://s.alicdn.com/@sc04/kf/H5ab966132d634e8c8167ab1659b532fbW.png_300x300.png","false","true","true","Min. order: 1 piece","GHS 2,002.55-2,123.18","https://www.alibaba.com/product-detail/Worui-Manual-Hydraulic-3-Wheel-Rough_1601807908986.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Taizhou Worui Warehousing and Logistics Equipment Co., Ltd.","CN","1 yr","Worui Manual Hydraulic 3-Wheel Rough Terrain Hand Pallet Truck With 1 Year Warranty For Warehouse Material Handling"
"","false","https://s.alicdn.com/@sc04/kf/H6ae8822520d34df08062f65ba832ae91n.jpg_300x300.jpg","false","false","false","Min. order: 1 unit","GHS 42,222.25-96,508","https://www.alibaba.com/product-detail/Low-Price-Sales2015-2016-2017-2018_1601093161129.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","","0","Liangshan Walrus International Trade Co., Ltd.","CN","3 yrs","Low Price Sales2015 2016 2017 2018 2019years Truck in Good Condition Durable 6x4 Tractors Trucks"
"","false","https://s.alicdn.com/@sc04/kf/Hee09419c315f4dfe89bde9e6d56e24a33.jpg_300x300.jpg","false","false","false","Min. order: 1 piece","GHS 3,377.78","https://www.alibaba.com/product-detail/Custom-Logo-Available-Optional-Power-Concrete_1601947782944.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","N/A","0","1-year warranty","0","Xingtai Yuangong Import And Export Trade Co., Ltd.","CN","1 yr","Custom Logo Available Optional Power Concrete Transfer Truck For Site Concrete Pouring And Long Distance Transfer"
"","false","https://s.alicdn.com/@sc04/kf/Hf0366410a46945feb2404cad2da52413J.jpg_300x300.jpg","false","false","true","Min. order: 1 unit","GHS 61,523.85-78,412.75","https://www.alibaba.com/product-detail/Usado-Caminhao-De-Carga-Estaca-Faw_1600411894781.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","1","","0","Jinan Goneng Power Technology Co., Ltd.","CN","8 yrs","Usado Caminhao De Carga Estaca Faw Howo Diesel Used Sinotruck 6x4 Van Box Cargo Truck"
"","false","https://s.alicdn.com/@sc04/kf/H32546ac2f50244c7b3f037d74796a270U.jpg_300x300.jpg","false","false","false","Min. order: 1 set","GHS 1,025.40-1,182.23","https://www.alibaba.com/product-detail/50-800mm-Stroke-Dump-Truck-Tractor_1601002741710.html?priceId=51b79f2d6acb4546a36b8cb0c703fbec","5.0","7","Reorder rate 25%","0","Taizhou Mars Electromechanical Co., Ltd.","CN","8 yrs","50-800mm Stroke Dump Truck Tractor Loader 1.8T IPx6 Powerful Electro Hydraulic Linear Actuator Push Pull Hold Actuator"
